69 , 84
27 , 29
45 , 91
84 , 71
61 , 82
12 , 48
48 , 37
3 , 93
14 , 49
5 , 53
79 , 82
21 , 48
43 , 95
28 , 36
92 , 91
9 , 13
90 , 29
24 , 85
96 , 5
36 , 75
29 , 41
14 , 60
34 , 84
56 , 50
2 , 37
71 , 81
63 , 74
51 , 25
6 , 6
99 , 97
83 , 58
42 , 70
7 , 45
82 , 24
90 , 65
46 , 79
60 , 81
65 , 0
64 , 46
28 , 10
69 , 60
71 , 83
4 , 44
11 , 60
90 , 87
67 , 76
81 , 22
9 , 96
93 , 52
23 , 73
64 , 8
11 , 0
14 , 65
47 , 64
42 , 97
36 , 33
72 , 82
80 , 24
56 , 94
20 , 6
31 , 7
72 , 83
93 , 2
24 , 12
23 , 87
96 , 57
30 , 96
67 , 74
80 , 54
53 , 80
15 , 10
9 , 90
28 , 60
84 , 75
22 , 57
61 , 99
43 , 25
92 , 39
31 , 46
89 , 88
69 , 87
29 , 48
8 , 63
23 , 22
55 , 22
17 , 96
80 , 39
16 , 61
67 , 85
97 , 26
51 , 13
90 , 90
56 , 65
34 , 18
91 , 65
76 , 94
13 , 90
6 , 40
82 , 91
35 , 41
43 , 96
73 , 83
31 , 21
11 , 56
11 , 51
97 , 28
63 , 16
58 , 0
76 , 18
53 , 21
55 , 0
37 , 90
96 , 71
64 , 53
89 , 99
89 , 18
75 , 11
35 , 68
20 , 0
4 , 63
83 , 52
87 , 51
85 , 60
67 , 99
73 , 65
99 , 68
16 , 16
43 , 39
80 , 95
21 , 58
21 , 73
25 , 80
62 , 5
6 , 95
46 , 86
63 , 25
33 , 97
87 , 78
32 , 58
52 , 7
92 , 27
86 , 21
33 , 11
37 , 37
42 , 1
26 , 28
62 , 7
70 , 51
67 , 25
8 , 3
72 , 28
31 , 34
97 , 53
45 , 17
98 , 53
79 , 28
88 , 38
81 , 24
7 , 62
24 , 77
95 , 3
34 , 13
43 , 76
13 , 52
3 , 70
37 , 37
61 , 21
75 , 55
74 , 15
74 , 38
74 , 51
77 , 2
91 , 48
32 , 78
81 , 85
79 , 35
26 , 25
8 , 46
32 , 33
89 , 14
61 , 47
48 , 78
44 , 28
63 , 78
32 , 1
16 , 40
2 , 83
93 , 86
87 , 47
5 , 37
71 , 31
82 , 80
68 , 57
43 , 63
32 , 30
97 , 19
53 , 64
63 , 3
8 , 38
52 , 84
39 , 67
31 , 36
36 , 84
66 , 56
35 , 11
55 , 20
14 , 98
78 , 8
88 , 33
15 , 60
26 , 67
43 , 69
91 , 37
96 , 66
12 , 44
21 , 50
19 , 53
8 , 70
45 , 9
34 , 39
98 , 83
23 , 65
48 , 70
63 , 6
9 , 41
60 , 63
25 , 59
6 , 79
83 , 32
16 , 3
22 , 40
10 , 68
30 , 50
5 , 56
33 , 59
