365,757
828,865
469,188
997,156
174,716
775,265
908,285
139,768
45,906
3,388
76,799
633,487
436,500
901,610
829,268
196,840
7,816
346,745
181,240
387,208
380,534
923,128
704,19
665,651
912,557
322,934
565,595
435,314
25,586
412,413
597,779
143,766
919,729
753,620
179,260
339,679
15,289
63,418
423,611
581,404
343,61
106,549
55,897
600,611
945,106
958,337
537,369
33,999
463,78
55,780
369,418
83,259
721,441
932,172
801,422
780,11
702,377
363,96
513,700
369,286
68,489
939,702
149,974
718,229
249,974
188,81
713,918
891,444
187,938
553,268
839,48
96,363
195,992
437,894
557,350
525,553
499,900
987,238
979,68
783,105
444,91
595,425
611,810
402,918
0,862
859,563
301,401
574,296
293,696
688,931
343,311
133,223
234,893
528,957
957,531
167,479
237,203
685,114
717,890
75,20
146,863
760,736
94,970
635,383
528,831
654,695
934,4
585,51
653,0
120,570
610,748
866,877
349,420
16,371
441,95
438,868
500,574
882,948
427,454
649,896
348,828
379,969
53,969
352,162
656,256
286,735
862,901
595,565
770,956
238,859
534,432
869,700
757,165
300,305
876,159
393,776
918,424
195,350
600,374
952,152
437,315
403,224
50,237
58,704
167,208
847,792
157,953
215,60
164,791
106,216
702,951
155,135
802,444
55,221
106,60
444,264
988,57
960,702
29,365
266,104
987,876
896,123
679,338
872,958
309,235
12,771
855,148
993,97
746,740
812,838
43,234
896,506
963,13
207,178
981,259
796,275
969,809
188,811
826,717
342,931
919,24
870,159
246,207
597,9
715,368
660,643
473,19
233,248
576,820
468,442
162,779
733,277
405,602
25,915
976,412
465,807
355,95
395,602
409,517
167,179
162,829
119,193
233,616
421,623
43,880
570,893
975,992
309,328
898,380
859,268
465,381
286,350
832,854
232,979
287,478
357,273
442,367
905,481
958,378
648,529
825,413
477,700
827,792
257,236
66,326
645,327
19,452
735,54
88,119
665,704
897,254
491,956
81,538
117,663
528,989
20,934
913,927
257,392
719,878
275,315
479,592
432,550
22,181
372,293
262,20
315,807
120,312
201,631
652,717
720,119
325,361
340,322
608,337
267,145
611,976
618,912
362,257
795,492
311,795
684,454
63,880
163,867
722,637
854,965
70,172
609,748
507,20
962,386
714,307
763,687
810,179
761,521
363,247
650,969
410,241
564,643
828,65
7,8
693,161
600,715
757,31
226,238
672,256
20,774
443,448
90,814
685,863
696,456
289,383
132,641
890,803
849,428
70,515
112,184
153,203
490,640
701,811
602,363
523,934
407,459
865,333
265,777
331,701
17,34
363,863
337,228
510,518
691,402
855,246
715,446
677,723
306,110
839,935
623,502
20,474
936,592
667,697
672,294
562,213
559,952
706,901
595,235
365,155
310,926
865,789
95,996
706,848
801,16
475,352
82,257
318,539
844,949
721,935
502,935
288,839
990,541
780,86
126,736
201,741
222,154
715,404
474,528
370,199
332,649
142,94
900,202
545,363
878,620
345,447
509,571
86,107
112,211
579,210
891,228
473,763
278,572
32,99
43,111
146,626
33,165
596,957
516,117
210,329
153,454
677,464
75,413
136,693
993,788
343,31
945,837
992,370
118,571
295,172
64,987
179,67
999,287
53,771
594,482
149,592
390,811
68,517
904,694
590,837
926,712
829,772
675,51
627,426
364,263
174,59
224,811
491,185
832,773
304,85
298,752
501,654
549,213
299,765
456,323
99,631
257,502
131,684
861,119
241,560
420,784
719,780
656,63
152,676
156,792
431,612
686,224
162,784
956,383
592,275
735,206
818,765
371,437
905,489
730,114
38,418
70,617
142,834
554,415
79,917
380,948
415,838
55,308
440,270
13,536
89,909
620,932
590,467
851,735
44,739
313,710
994,76
778,691
751,926
313,557
636,329
826,639
169,983
125,951
947,289
469,239
102,36
678,762
342,598
875,580
479,493
758,294
248,522
683,460
375,849
364,172
566,89
472,305
580,372
490,896
655,232
823,591
787,126
518,553
512,33
512,247
955,417
589,565
184,427
919,852
566,167
159,528
771,323
614,982
502,615
478,526
153,49
894,700
624,747
177,33
545,168
18,873
95,761
530,31
540,188
362,736
884,976
552,820
946,274
471,185
319,218
216,894
736,680
912,877
36,719
974,15
178,409
564,231
589,770
282,874
653,114
37,835
355,44
22,325
913,923
864,882
608,470
802,968
37,115
943,663
420,279
350,173
763,233
978,707
113,85
33,49
159,878
231,864
116,927
456,196
913,398
367,539
445,493
73,770
221,42
678,893
38,551
503,318
564,655
651,113
797,728
828,657
39,426
919,893
72,329
78,931
516,82
587,462
128,957
600,562
126,410
976,464
616,68
620,853
849,777
372,268
783,151
917,729
371,662
271,254
736,608
428,703
508,358
759,257
279,39
348,354
420,769
970,744
522,475
421,310
994,691
842,65
928,258
476,310
470,67
465,459
276,454
550,878
156,629
506,905
334,266
771,2
770,531
373,875
146,216
236,209
944,318
122,819
947,303
485,721
35,286
495,521
501,397
76,187
987,822
2,231
391,254
889,195
627,362
844,377
849,441
0,622
158,168
620,372
976,864
745,920
579,472
865,892
302,612
229,350
537,381
912,512
362,526
331,36
381,932
952,47
742,528
681,183
905,333
272,284
73,989
604,661
243,996
983,395
858,98
27,5
134,215
538,297
689,695
225,12
204,310
340,771
89,489
992,581
339,389
481,47
865,352
411,536
377,471
820,974
845,663
894,668
193,995
698,702
970,899
553,608
900,617
451,784
879,368
451,649
335,845
951,149
129,752
400,613
567,837
898,109
351,427
386,114
357,821
865,692
271,9
834,814
581,308
737,406
679,47
902,108
721,485
167,704
36,420
67,885
567,879
897,500
587,244
42,129
932,716
780,114
227,518
296,281
230,711
273,137
9,908
442,576
569,212
419,59
615,180
66,290
860,863
586,0
748,51
452,856
881,113
560,413
164,966
174,460
452,241
848,467
941,729
169,148
937,953
699,485
711,86
660,890
709,535
685,970
19,240
26,122
472,613
556,164
48,839
556,0
190,878
376,230
786,690
82,263
149,226
365,645
980,304
947,349
235,485
456,323
797,910
743,673
69,587
138,597
871,582
801,614
652,628
284,33
0,647
579,480
826,177
855,291
212,962
100,454
532,247
484,396
144,453
429,813
232,298
244,340
775,541
186,787
451,162
571,938
83,357
400,648
800,991
542,201
609,919
865,115
815,480
431,131
802,754
63,162
361,760
232,70
718,755
619,68
578,458
600,271
336,489
248,538
977,845
825,730
152,16
926,937
529,104
890,373
485,920
434,966
408,340
404,290
637,915
41,476
770,886
58,854
15,272
359,9
508,770
507,798
160,610
693,190
743,724
496,860
611,354
32,623
957,620
96,242
716,319
827,125
878,737
857,20
519,984
544,967
459,741
775,787
353,670
652,852
844,757
270,154
750,963
862,604
494,987
671,194
659,116
379,506
68,514
145,905
495,45
570,38
854,637
68,312
378,13
856,202
20,896
247,676
530,38
454,995
380,255
889,582
287,821
698,98
754,538
404,275
872,555
196,888
555,502
327,576
598,211
402,567
850,143
270,327
72,388
724,992
949,900
558,591
749,465
802,152
821,884
35,82
79,403
400,758
53,761
844,929
944,84
735,275
45,623
355,480
150,943
610,373
681,667
656,595
294,99
708,914
882,316
921,44
428,822
852,519
34,193
321,749
804,497
423,19
150,948
310,229
269,79
346,77
344,348
407,443
420,994
326,711
657,482
663,726
238,292
786,504
149,546
606,898
166,850
943,293
603,381
493,806
331,516
56,808
442,301
977,233
9,65
772,853
624,551
404,93
244,841
434,534
80,239
653,928
839,715
319,175
598,47
638,622
762,742
982,819
857,314
371,324
23,28
237,758
700,564
789,305
152,862
161,638
217,700
986,118
39,14
463,654
857,957
429,135
522,707
301,466
123,746
793,384
137,56
434,132
369,509
926,486
47,544
665,936
695,115
107,732
8,249
352,216
121,208
816,972
371,508
425,757
363,530
699,147
36,985
869,837
59,881
312,243
963,276
373,83
795,623
561,121
569,161
970,222
112,293
650,491
588,917
567,643
210,990
6,191
466,191
581,312
511,51
451,384
654,333
349,820
570,464
531,172
292,10
563,523
648,356
19,697
134,777
416,565
828,139
910,254
65,978
730,653
522,879
876,461
347,32
731,681
898,279
683,947
98,374
445,80
309,822
335,185
499,259
512,706
484,837
280,381
870,204
723,537
354,257
120,960
385,147
661,160
582,691
844,645
122,958
800,610
569,66
347,770
2,55
247,788
373,37
585,330
427,344
242,601
400,814
755,173
451,610
543,427
196,677
891,303
495,517
456,455
185,250
695,348
861,83
381,247
299,574
293,72
470,957
293,291
110,89
491,149
574,916
779,156
944,35
397,653
599,860
538,79
633,505
951,66
620,973
276,326
447,124
687,726
800,456
27,633
618,387
200,864
203,427
986,758
344,848
369,118
604,527
741,665
419,998
807,750
408,787
896,383
530,92
883,892
988,417
98,450
139,329
424,387
856,805
887,172
988,492
695,769
665,967
294,386
9,855
398,670
389,385
206,700
498,641
353,284
40,493
934,941
778,129
319,907
614,446
392,694
181,963
368,190
615,941
628,497
770,20
674,691
385,135
221,594
383,433
521,985
963,17
565,962
832,997
43,578
158,497
54,899
892,113
545,373
320,813
679,349
194,520
748,968
328,445
44,373
864,41
116,366
120,904
22,53
608,919
392,536
399,168
697,720
48,821
789,713
979,424
749,704
148,670
486,844
282,711
962,925
690,301
599,173
839,850
139,380
678,248
664,786
27,744
76,283
598,491
370,137
440,255
253,520
530,522
1000,610
236,440
984,655
270,79
807,168
250,946
561,192
744,935
61,997
687,794
918,107
300,782
355,145
584,538
600,994
529,723
965,943
840,727
860,893
434,338
485,814
558,785
72,833
923,250
446,741
221,467
363,231
486,306
78,340
915,887
285,861
953,919
424,810
424,906
667,685
109,460
822,384
459,522
266,646
822,824
816,0
161,588
981,398
259,308
877,290
821,328
915,890
519,843
782,531
437,456
928,8
915,982
393,744
650,242
584,436
996,298
268,888
539,684
854,634
576,676
308,553
831,745
948,438
175,180
674,82
527,930
98,289
775,927
996,249
638,941
574,456
607,494
509,255
264,193
327,774
831,84
38,514
951,675
541,444
631,319
714,337
489,282
631,93
554,158
851,327
248,701
490,624
188,42
175,919
719,323
847,174
218,17
844,418
239,839
45,516
492,860
57,824
384,999
80,907
713,415
814,445
865,133
702,272
94,386
603,241
621,276
24,45
228,573
779,411
75,416
73,165
567,360
692,613
781,513
382,416
236,833
141,830
328,930
589,586
626,380
909,751
768,793
821,582
396,881
188,206
355,937
776,988
737,210
803,807
218,485
945,618
946,139
358,337
779,58
36,636
497,722
191,80
135,588
635,362
136,781
217,456
453,580
782,810
382,31
855,183
194,112
670,587
943,616
973,317
219,487
94,756
322,580
489,925
343,113
12,288
309,656
485,582
351,220
274,669
129,245
740,520
544,516
498,50
